COD_CIR,Origen,Destino,Nom_orig,Nom_Des,Km,Res,Reac,tension,proy
TNE-C54,SICN-13,SIED-01,Chavarria 220 kV,Chavarria 60 kV,1,2.344637,66.864787,220,0
TNE-D54,SICN-13,SIED-01,Chavarria 220 kV,Chavarria 60 kV,1,0.457111,33.661787,220,0
TNE-A01,SICN013,SIED-10,Barsi 220 kV,Barsi 60 kV,1,0.457111,27.691784,220,0
TNE-B01,SICN013,SIED-10,Barsi 220 kV,Barsi 60 kV,1,0.457111,27.691784,220,0
TNE-C01,SICN013,SIED-10,Barsi 220 kV,Barsi 60 kV,1,2.344637,66.864787,220,0
TNE-055,SICN-68,SICN-05,Mirador 220 kV,Mirador 60 kV,1,1.492333,46.762862,220,0
TNE-050,SICN-68,SICN-05,Mirador 220 kV,Mirador 60 kV,1,0.223421,33.664149,220,0
TNE-010,SICN068,SIED-09,Malvinas 220 kV,Mirones 60 kV,1,0.585237,29.14168,220,0
TNE-011,SICN068,SIED-09,Malvinas 220 kV,Mirones 60 kV,1,0.585237,29.14168,220,0
TNE-A03,SICN-49,SICN-50,Santa Rosa 220 kV,Santa Rosa LDS 60 kV,1,1.087319,43.949884,220,0
TNE-B03,SICN-49,SICN-50,Santa Rosa 220 kV,Santa Rosa LDS 60 kV,1,0.993208,45.606188,220,0
TNE-C35,SICN610,SICN150,San Martín 220 kV,Santa Rosa EDN 60 kV,1,0.683919,29.551043,220,0
TNE-D35,SICN610,SICN150,San Martín 220 kV,Santa Rosa EDN 60 kV,1,1.492333,46.318965,220,0
TNE-A04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,1.492333,47.045337,220,0
TNE-B04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,0.418972,30.345859,220,0
TNE-C04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,0.534986,30.344772,220,0
TNE-D04,SICN-02,SICN-03,Balnearios 220 kV,Balnearios 60 kV,1,1.492333,46.883922,220,0
TNE-A67,SICN-48,SILS-09,San Juan 220 kV,San Juan 60 kV,1,0.695884,30.860598,220,0
TNE-B67,SICN-48,SILS-09,San Juan 220 kV,San Juan 60 kV,1,0.662193,31.762319,220,0
TNE-068,SICN148,SILS-10,Pachacutec 220 kV,Pachacutec 60 kV,1,1.613333,23.09505,220,0
TNX-003,SICN-76,SICN-44,Industriales 220 kV,Puente 60 kV,1,0.564252,25.428445,220,0
TNX-002,SICN184,SICN284,Manchay 220 kV,Manchay 60 kV,1,1.094378,44.393514,220,0
TNX-001,SICN146,SICN246,San Miguel 220 kV,San Miguel 60 kV,1,0.410056,25.245338,220,0
TNE-056,SICN-69,SILS-01,Chilca REP 220 kV,Chilca 60 kV,1,1.196892,45.964418,220,0
TNE-057,SICN117,SILS-03,Alto Praderas 220 kV,Praderas 60 kV,1,0.388632,25.34652,220,0
TNE-058,SICN172,SILS-04,Asia 220 kV,Bujama 60 kV,1,2.3855,67.376137,220,0
TNE-A59,SICN-26,SILS-05,Independencia 220 kV,Independencia 60 kV,1,3.872,90.23136,220,0
TNE-B59,SICN-26,SILS-05,Independencia 220 kV,Independencia 60 kV,1,3.872,91.587792,220,0
TNE-060,SICN115,SILS-06,Chincha 220 kV,Pueblo Nuevo 60 kV,1,1.305237,48.422746,220,0
TNE-A61,SICN-29,SILS-07,Marcona 220 kV,Marcona 60 kV,1,2.219947,94.83802,220,0
TNE-B61,SICN-29,SILS-07,Marcona 220 kV,Marcona 60 kV,1,1.816398,92.845703,220,0
TNE-062,SICN116,SILS-08,Nazca 220 kV,Nazca 60 kV,1,3.151579,113.131442,220,0
TNE-162,SILS-20,SILS-21,El Angel 220 kV,El Angel 60 kV,1,0,50.416667,220,0
TNE-002,SICN-06,SICN-07,Callahuanca 220 kV,Callahuanca 60 kV,1,1.266104,67.178659,220,0
TEC-001,SICN-28,SIEC-01,Mantaro 220 kV,Cobriza 69 kV,1,3.40736,120.177306,220,0
TEC-002,SIEC-05,SIEC-04,Mollepata 220 kV,Mollepata 69 kV,1,3.82147,106.217674,220,0
TEC-011,SICN-22,SICN322,Huancavelica 220 kV,Huancavelica 60 kV,1,6.722222,205.59013,220,0
TEC-012,SIEC-10,SIEC310,Caudalosa 220 kV,Chiribamba 60 kV,1,12.024637,294.710084,220,0
TEC-A03,SICN-24,SIEC-06,Huayucachi 220 kV,Huayucachi 60 kV,1,5.16912,191.594275,220,0
TEC-B03,SICN-24,SIEC-06,Huayucachi 220 kV,Huayucachi 60 kV,1,6.660916,198.32818,220,0
TEC-004,SICN111,SIEC-09,Orcotuna 220 kV,Orcotuna 60 kV,1,3.155487,106.433234,220,0
TEC-003,SIEC-12,SIEC-13,Ayacucho Oeste 220 kV,Ayacucho Oeste 69 kV,1,3.82147,106.217674,220,0
TNE-604,SICN607,SICN608,San Mateo 220 kV,San Mateo 50 kV,1,2.38128,119.717919,220,0
TNE-605,SICN606,SICN609,Palian 220 kV,Palian 60 kV,1,0.336111,50.415546,220,0
TNE-006,SICN-34,SICN-35,Oroya 220 kV,Oroya 50 kV,1,1.02608,60.249262,220,0
TNE-020,SICN-09,SICN-08,Carhuamayo 220 kV,Carhuamayo 138 kV,1,0.849689,58.396487,220,0
TNE-012,SICN-61,SICN-57,Yuncan 220 kV,Yuncan 138 kV,1,0.644661,44.92671,220,0
TNE-017,SICN-39,SICN-38,Paragsha 220 kV,Paragsha 138 kV,1,0.803306,64.72195,220,0
TNE-046,SICN212,SICN121,Huanuco 220 kV,Huanuco Nueva 138 kV,1,0.350673,60.063376,220,0
TNE-A05,SICN-53,SICN-52,Tingo Maria 220 kV,Tingo Maria 138 kV,1,3.40736,140.80278,220,0
TNE-B05,SICN-53,SICN-52,Tingo Maria 220 kV,Tingo Maria 138 kV,1,2.641614,133.945156,220,0
TNE-A16,SICN-01,SICN-97,Aguaytia 220 kV,Aguaytia (neutro) kV,1,0.04719,103.417762,220,0
TNE-B16,SICN-01,SICN-97,Aguaytia 220 kV,Aguaytia (neutro) kV,1,0.968,103.659226,220,0
TNE-A27,SICN-59,SICN-97,Aguaytia 138 kV,Aguaytia (neutro) kV,1,1.050753,1.855853,138,0
TNE-B27,SICN-59,SICN-97,Aguaytia 138 kV,Aguaytia (neutro) kV,1,0.38088,1.833506,138,0
TNE-A28,SICN-90,SICN-97,Aguaytia 22.9 kV,Aguaytia (neutro) kV,1,0.097855,2.294621,22.9,0
TNE-B28,SICN-90,SICN-97,Aguaytia 22.9 kV,Aguaytia (neutro) kV,1,0.048115,2.30469,22.9,0
TNE-044,SICN122,SICN-60,Pucallpa 220 kV,Pucallpa 138 kV,1,0.904298,50.652612,220,0
TNE-034,SICN110,SICN195,Moyobamba 220 kV,Belaunde Terry 138 kV,1,0,48.496802,220,0
TNE-069,SICN143,SICN294,Tarapoto 220 kV,Tarapoto Norte 138 kV,1,0,40.414002,220,0
TNE-070,SICN-101,SICN-102,Bagua 220 kV,Jaen Norte 60 kV,1,1.075556,53.229134,220,0
TSE-A03,SIS-24,SIS-23,Socabaya 220 kV,Socabaya 138 kV,1,0.591556,30.421717,220,0
TSE-B03,SIS-24,SIS-23,Socabaya 220 kV,Socabaya 138 kV,1,0.591556,30.421717,220,0
TSE-A02,SIS-18,SIS-17,Moquegua 220 kV,Moquegua 138 kV,1,0.198498,21.843631,220,0
TSE-B02,SIS-18,SIS-17,Moquegua 220 kV,Moquegua 138 kV,1,0.197476,21.875909,220,0
TSE-005,SIS-26,SIS-27,Los Heroes 220 kV,Tacna 66 kV,1,4.088832,148.628565,220,0
TSE-006,SIS-26,SIS-27,Los Heroes 220 kV,Tacna 66 kV,1,2.566007,121.860317,220,0
TNE-602,SIS-86,SIS-87,La Garita 220 kV,La Garita 60 kV,1,0.05,3.998687,60,0
TSE-A35,SIS-54,SIS-55,Ilo3 220 kV,Ilo3 138 kV,1,0.407286,24.220776,220,0
TSE-B35,SIS-54,SIS-55,Ilo3 220 kV,Ilo3 138 kV,1,0.407286,24.220776,220,0
TSE-007,SIS-75,SIS-76,La Pascana 220 kV,La Pascana 138 kV,1,0.904298,50.652612,220,0
TSE-004,SIS-20,SIS-19,Puno 220 kV,Puno 138 kV,1,0.803306,49.119433,220,0
TSE-034,SIS-50,SIS-70,Juliaca 220 kV,San Roman 138 kV,1,0.636922,40.231493,220,0
TSE-033,SIS-49,SIS-69,Azangaro 220 kV,Pumiri 138 kV,1,0.641461,40.328232,220,0
TSE-050,SIS-133,SIS-33,Reparticion 220 kV,Reparticion 138 kV,1,0.904298,50.652612,220,0
TSE-030,SIS-42,SIS-28,Tintaya 220 kV,Tintaya 138 kV,1,0.758912,35.304484,220,0
TSE-032,SIS-45,SIS-53,Kayra 220 kV,Kayra 138 kV,1,0.592093,56.947587,220,0
TNE-021,SIS-44,SIS-47,Suriray 220 kV,Suriray 138 kV,1,0.473732,27.060596,220,0
TSE-031,SIS-36,SIS-46,Abancay 220 kV,Abancay 138 kV,1,0.904298,50.652612,220,0
TSE-111,SIS-89,SIS-88,Nueva San Gaban 220 kV,Nueva San Gaban 138 kV,1,0,57.055061,220,0
TNE-609,SIS-90,SIS-92,Nuevo Puerto Maldonado 220 kV,Nuevo Puerto Maldonado 138 kV,1,0,57.055061,220,0
LNE-398,SICN-106,SICN-107,Espina Colorada 138 kV,Pizarras 138 kV,14.73,0.157,0.557,138,0
LNE-198,SICN-87,SICN-106,Carhuaquero 138 kV,Espina Colorada 138 kV,25.6,0.1432,0.5098,138,0
LNEA298,SICN-106,SICN-105,Espina Colorada 138 kV,Duna 138 kV,14.1,0.1431,0.5098,138,0
LNEB298,SICN-105,SICN-88,Duna 138 kV,Cutervo 138 kV,23.7,0.1431,0.5098,138,0
LNE-099,SICN-88,SICN-89,Cutervo 138 kV,Jaen 138 kV,90.2,0.139,0.489,138,0
LNE-082,SICN-63,SICN-62,Chimbote 138 kV,Huallanca 138 kV,83.97,0.1214,0.48,138,0
LNE-083,SICN-63,SICN-62,Chimbote 138 kV,Huallanca 138 kV,83.97,0.1213,0.48,138,0
LNE-084,SICN-63,SICN-62,Chimbote 138 kV,Huallanca 138 kV,83.97,0.1206,0.48,138,0
LNE-134,SICN-62,SICN179,Huallanca 138 kV,Kiman Ayllu 138 kV,6.9,0.1576,0.4678,138,0
LNX-165,SICN-62,SICN162,Huallanca 138 kV,Huaraz Oeste 138 kV,86.19,0.0904,0.489,138,0
LNX-166,SICN162,SICN164,Huaraz Oeste 138 kV,Huaylas 138 kV,17.27,0.131,0.507,138,0
LNC-001,SICN-71,SICN-70,SEPAEX 138 kV,SEPANU 138 kV,9.43,0.2636,0.52,138,0
LNE-100,SICN-57,SICN-96,Yuncan 138 kV,Yaupi 138 kV,14.03,0.0992,0.4906,138,0
LNE-067,SICN-08,SICN-12,Carhuamayo 138 kV,Caripa 138 kV,53.49,0.1574,0.4886,138,0
LNE-068,SICN-12,SICN-33,Caripa 138 kV,Oroya 138 kV,20.47,0.1574,0.4886,138,0
LNE-092,SICN-12,SICN-66,Caripa 138 kV,Condorcocha 138 kV,12,0.1445,0.4886,138,0
LNX-160,SICN196,SICN-12,La Virgen 138 kV,Caripa 138 kV,62.5,0.0694,0.4936,138,0
LNX-161,SICN385,SICN196,Campas 138 kV,La Virgen 138 kV,10.63,0.0694,0.4936,138,0
LNE-543,SICN385,SICN603,Campas 138 kV,Yurinaki 138 kV,46.7,0.1436,0.4864,138,0
LNE-544,SICN385,SICN603,Campas 138 kV,Yurinaki 138 kV,46.7,0.1436,0.4864,138,0
LNE-066,SICN-08,SICN-38,Carhuamayo 138 kV,Paragsha 138 kV,61.14,0.16158,0.49755,138,0
LNE-069,SICN-38,SICN125,Paragsha 138 kV,Amarilis 138 kV,92.68,0.138,0.508,138,0
LNE-a69,SICN-38,SICN-23,Paragsha 138 kV,Huanuco 138 kV,87.81,0.137088,0.50527,138,1
LNE-b69,SICN-23,SICN125,Huanuco 138 kV,Amarilis 138 kV,6.6,0.12605,0.472343,138,1
LNE-a64,SICN126,SICN-52,Piedra Blanca 138 kV,Tingo Maria 138 kV,27.84,0.1656,0.5034,138,0
LNE-c64,SICN125,SICN126,Amarilis 138 kV,Piedra Blanca 138 kV,56.06,0.1656,0.5034,138,0
LNE-d64,SICN125,SICN-23,Amarilis 138 kV,Huanuco 138 kV,6.15,0.164687,0.478178,138,0
LNE-087,SICN125,SICN121,Amarilis 138 kV,Huanuco Nueva 138 kV,0.19,0.071279,0.521452,138,0
LNE-187,SICN125,SICN121,Amarilis 138 kV,Huanuco Nueva 138 kV,2.3,0.0704,0.517,138,1
LNE-101,SICN-52,SICN-91,Tingo Maria 138 kV,Aucayacu 138 kV,44.2,0.1389,0.5183,138,0
LNE-102,SICN-91,SICN-92,Aucayacu 138 kV,Tocache 138 kV,107.76,0.1348,0.51,138,0
LNE-203,SICN314,SICN-93,Juanjui 138 kV,Bellavista 138 kV,25,0.139,0.51,138,0
LNE-119,SICN-93,SICN194,Bellavista 138 kV,Picota 138 kV,34,0.139,0.51,138,0
LNEa191,SICN194,SICN294,Picota 138 kV,Tarapoto Norte 138 kV,53.2,0.143207,0.503341,138,0
LNEb191,SICN294,SICN-94,Tarapoto Norte 138 kV,Tarapoto 138 kV,22.4,0.143489,0.510929,138,0
LNEb105,SICN195,SICN-95,Belaunde Terry 138 kV,Moyobamba 138 kV,8.35,0.0998,0.5094,138,0
LNE-205,SICN294,SICN-94,Tarapoto Norte 138 kV,Tarapoto 138 kV,10.2,0.1423,0.4993,138,0
LNE-305,SICN195,SICN294,Belaunde Terry 138 kV,Tarapoto Norte 138 kV,91.2,0.1423,0.4993,138,1
LNE-541,SICN195,SICN602,Belaunde Terry 138 kV,Valle Grande 138 kV,32,0.1434,0.486,138,0
LNE-542,SICN195,SICN602,Belaunde Terry 138 kV,Valle Grande 138 kV,32,0.1436,0.4854,138,0
LNE-a94,SICN-59,SICN160,Aguaytia 138 kV,Campo Verde 138 kV,102.86,0.1116,0.4914,138,0
LNE-b94,SICN160,SICN-60,Campo Verde 138 kV,Pucallpa 138 kV,27.66,0.1116,0.4914,138,0
LNE-138,SICN-59,SICN-60,Aguaytia 138 kV,Pucallpa 138 kV,132.7,0.146,0.663,138,0
LSE-28A,SIS-17,SIS-06,Moquegua 138 kV,Botiflaca 138 kV,30.76,0.076,0.48,138,0
LSE-28B,SIS-17,SIS-06,Moquegua 138 kV,Botiflaca 138 kV,46.02,0.0724,0.4769,138,0
LSE-A29,SIS-17,SIS-73,Moquegua 138 kV,Intipampa 138 kV,10.76,0.1441,0.5337,138,0
LSE-B29,SIS-73,SIS-30,Intipampa 138 kV,Mill Site 138 kV,27.96,0.1441,0.5337,138,0
LSE-027,SIS-17,SIS-31,Moquegua 138 kV,Toquepala 138 kV,38.7,0.1441,0.5337,138,0
LSE-023,SIS-17,SIS-25,Moquegua 138 kV,SPCC 138 kV,56.61,0.0724,0.498,138,0
LSE-054,SIS-17,SIS-63,Moquegua 138 kV,Alto Zapata 138 kV,8.08,0.143167,0.464548,138,0
LSE-030,SIS-30,SIS-06,Mill Site 138 kV,Botiflaca 138 kV,32.04,0.122,0.491,138,0
LSE-024,SIS-31,SIS-30,Toquepala 138 kV,Mill Site 138 kV,0.3,0.1197,0.5057,138,0
LSE-072,SIS-30,SIS-68,Mill Site 138 kV,Plaza Toquepala 138 kV,1.92,0.0609,0.3765,138,0
LSE-079,SIS-30,SIS-68,Mill Site 138 kV,Plaza Toquepala 138 kV,3.03,0.100631,0.471757,138,0
LSE-A18,SIS-68,SIS-55,Plaza Toquepala 138 kV,Ilo3 138 kV,72.84,0.126136,0.490746,138,0
LSE-B18,SIS-55,SIS-07,Ilo3 138 kV,Ilo ELS 138 kV,26,0.1222,0.4902,138,0
LSE-074,SIS-68,SIS-55,Plaza Toquepala 138 kV,Ilo3 138 kV,65.3,0.0396,0.3612,138,0
LSE-019,SIS-07,SIS-25,Ilo ELS 138 kV,SPCC 138 kV,14.33,0.133727,0.507945,138,0
LSE-020,SIS-31,SIS-02,Toquepala 138 kV,Aricota 138 kV,35,0.12,0.506,138,0
LSE-057,SIS-19,SIS-59,Puno 138 kV,Totorani 138 kV,10.6,0.139,0.499,138,0
LSE-a17,SIS-14,SIS-70,Juliaca 138 kV,San Roman 138 kV,8.27,0.1083,0.4998,138,0
LSE-b17,SIS-70,SIS-19,San Roman 138 kV,Puno 138 kV,30.21,0.111,0.5023,138,0
LSE-071,SIS-05,SIS-69,Azangaro 138 kV,Pumiri 138 kV,3.1,0.0543,0.4595,138,0
LSE-a16,SIS-05,SIS-60,Azangaro 138 kV,Maravilla 138 kV,66.025,0.1366,0.5033,138,0
LSE-b16,SIS-60,SIS-14,Maravilla 138 kV,Juliaca 138 kV,12.025,0.1366,0.5033,138,0
LNX-193,SIS-79,SIS-60,Yocara 138 kV,Maravilla 138 kV,15.78,0.1113,0.4875,138,0
LNX-194,SIS-70,SIS-79,San Roman 138 kV,Yocara 138 kV,17.89,0.1113,0.4875,138,0
LNX-195,SIS-40,SIS-62,San Rafael 138 kV,Ananea 138 kV,104.7,0.11105,0.503514,138,0
LNX-196,SIS-40,SIS-62,San Rafael 138 kV,Ananea 138 kV,104.7,0.11105,0.503514,138,0
LSE-A39,SIS-05,SIS-40,Azangaro 138 kV,San Rafael 138 kV,85.61,0.111,0.5033,138,0
LSE-B39,SIS-40,SIS-37,San Rafael 138 kV,San Gaban 138 kV,75.46,0.111,0.5033,138,0
LSE-040,SIS-05,SIS-40,Azangaro 138 kV,San Rafael 138 kV,89.29,0.111,0.5033,138,0
LSE-A41,SIS-40,SIS-83,San Rafael 138 kV,Angel 138 kV,74.9,0.111,0.5033,138,0
LSE-B41,SIS-83,SIS-37,Angel 138 kV,San Gaban 138 kV,4.2,0.111,0.5033,138,0
LNE-565,SIS-37,SIS-88,San Gaban 138 kV,Nueva San Gaban 138 kV,2.5,0.2684,0.5473,138,0
LNE-566,SIS-37,SIS-88,San Gaban 138 kV,Nueva San Gaban 138 kV,2.5,0.2692,0.5479,138,0
LSE-042,SIS-37,SIS-38,San Gaban 138 kV,Mazuco 138 kV,68.85,0.18,0.49,138,0
LSE-076,SIS-39,SIS-80,Puerto Maldonado 138 kV,Iberia 138 kV,157.8,0.168621,0.414097,138,0
LSE-080,SIS-92,SIS-39,Nuevo Puerto Maldonado 138 kV,Puerto Maldonado 138 kV,10,0.1247,0.5218,138,0
LSE-081,SIS-92,SIS-39,Nuevo Puerto Maldonado 138 kV,Puerto Maldonado 138 kV,10,0.1247,0.5218,138,0
LSE-015,SIS-04,SIS-05,Ayaviri 138 kV,Azangaro 138 kV,42.4,0.1366,0.5033,138,0
LSE-014,SIS128,SIS-04,Tintaya 138 kV,Ayaviri 138 kV,82.5,0.136,0.5033,138,0
LSE-214,SIS-28,SIS128,Tintaya 138 kV,Tintaya 138 kV,3.2375,0.0583,0.474503,138,0
LSE-009,SIS128,SIS-11,Tintaya 138 kV,Combapata 138 kV,99.08,0.158,0.508,138,0
LSE-010,SIS-11,SIS-21,Combapata 138 kV,Quencoro 138 kV,87.5,0.158,0.5085,138,0
LSE-011,SIS-21,SIS-12,Quencoro 138 kV,Dolorespata 138 kV,8.34,0.146,0.5199,138,0
LSE-012,SIS-12,SIS-08,Dolorespata 138 kV,Cachimayo 138 kV,13.5,0.157,0.5012,138,0
LSE-053,SIS-21,SIS-58,Quencoro 138 kV,ParqueInd 138 kV,6.453,0.077017,0.207597,138,1
LSE-033,SIS-53,SIS-21,Kayra 138 kV,Quencoro 138 kV,14.3,0.023,0.3421,138,0
LSE-034,SIS-15,SIS-21,Machupicchu 138 kV,Quencoro 138 kV,99.34,0.146,0.5198,138,0
LSEa034,SIS-15,SIS-08,Machupicchu 138 kV,Cachimayo 138 kV,75.64,0.146,0.5198,138,1
LSEb034,SIS-08,SIS-21,Cachimayo 138 kV,Quencoro 138 kV,23.8,0.146,0.5198,138,1
LSE-035,SIS-15,SIS-08,Machupicchu 138 kV,Cachimayo 138 kV,78.55,0.157,0.5012,138,0
LSE-045,SIS-15,SIS-47,Machupicchu 138 kV,Suriray 138 kV,8,0.028,0.315,138,0
LSE-13a,SIS-08,SIS-46,Cachimayo 138 kV,Abancay 138 kV,90.74,0.137167,0.505569,138,0
LSE-13b,SIS-46,SIS-01,Abancay 138 kV,Tamburco 138 kV,14.33,0.1233,0.4984,138,0
LNX-191,SIS-46,SIS-78,Abancay 138 kV,Andahuaylas 138 kV,72.36,0.1233,0.4984,138,0
LNX-192,SIS-46,SIS-78,Abancay 138 kV,Andahuaylas 138 kV,72.36,0.1233,0.4984,138,0
LSE-008,SIS-09,SIS128,Callalli 138 kV,Tintaya 138 kV,90.4,0.112,0.5103,138,0
LSE-007,SIS-22,SIS-09,Santuario 138 kV,Callalli 138 kV,89.2,0.097,0.5103,138,0
LSE-004,SIS-23,SIS-22,Socabaya 138 kV,Santuario 138 kV,27.5,0.157,0.5278,138,0
LSE-005,SIS-23,SIS-22,Socabaya 138 kV,Santuario 138 kV,28.16,0.157,0.5278,138,0
LSE-A36,SIS-23,SIS-77,Socabaya 138 kV,Intermedia Norte 138 kV,19.31,0.133242,0.475076,138,0
LSE-B36,SIS-77,SIS-22,Intermedia Norte 138 kV,Santuario 138 kV,24.45,0.135676,0.472515,138,0
LNX-158,SIS-76,SIS-77,La Pascana 138 kV,Intermedia Norte 138 kV,13.03,0.125533,0.483975,138,0
LNX-159,SIS-76,SIS-77,La Pascana 138 kV,Intermedia Norte 138 kV,13.03,0.125533,0.483975,138,0
